Title,Genre,Theme,Mode,Perspective,Source, File Location,Status,Difficulty (out of 5),Game Length (in hours),File Size (in GB),Top 100,Single-Player,Open World,Action RPG,Action-Adventure,Other,Best Lists,IGN,IGDB,OpenCritic,MetaCritic,GameRankings,Avg. Score,Personal Rating,Owned?,MapGenie?,Save Wizard?,Comments,,,
Pathfinder: Wrath of the Righteous,"Role-playing (RPG), Strategy, Tactical, Adventure, Indie",Fantasy,Single Player,Bird view/Isometric,Playstation Plus,Drive 1,Unplayed,4.00,209.00,21.97,,,,,,,0,8.00,8.50,8.10,8.30,N/A,8.23,0,Y,N,Y,,,,
Pathologic 2,"Role-playing (RPG), Adventure, Indie","Horror, Thriller, Survival, Drama, Open World",Single Player,First Person,Digital Download,Drive 2,Unplayed,5.00,49.00,6.46,,,,,,,0,8.90,6.30,7.00,7.00,6.83,7.21,,Y,N,N,,,,
Pato Box,"Fighting, Adventure, Indie, Arcade",Action,Single Player,Third Person,Digital Download,Drive 4,Unplayed,4.13,19.85,2.95,,,,,,,0,8.00,7.00,7.20,7.40,7.00,7.32,,Y,N,N,,,,
Payday 2: Crimewave Edition,"Shooter, Role-playing (RPG), Tactical","Action, Stealth","Single Player, Multiplayer, Co-operative",First Person,Digital Download,Drive 3,Unplayed,3.83,538.00,35.75,,,,,,,0,8.00,7.50,6.40,7.90,6.90,7.34,,Y,N,Y,,,,
Pentiment,"Puzzle, Role-playing (RPG), Adventure","Historical, Mystery",Single Player,Side View,N/A,N/A,N/A,2.50,26.00,10.60,,,,,,,0,8.80,8.50,8.60,8.60,N/A,8.63,,N,N,N,,,,
Pepper Grinder,"Platform, Adventure, Indie","Action, Fantasy",Single Player,Side View,N/A,N/A,N/A,3.84,10.47,N/A,,,,,,,0,7.00,8.20,7.90,7.80,N/A,7.73,,N,N,N,,,,
Perception: Remastered,"Adventure, Indie","Action, Horror",Single Player,First Person,Digital Download,Drive 2,Unplayed,3.45,9.65,3.43,,,,,,,0,4.80,6.00,5.90,5.60,5.65,5.59,0,Y,N,N,,,,
Persona 3 Reload,"Role-playing (RPG), Strategy, Turn-based Strategy (TBS), Adventure","Action, Fantasy, Science Fiction, Drama",Single Player,Third Person,N/A,N/A,N/A,2.95,97.00,22.77,,,,,,,0,9.00,8.90,8.70,8.70,7.52,8.56,,N,N,Y,,,,
Persona 4 Golden,"Role-playing (RPG), Adventure, Visual Novel","Fantasy, Comedy, Drama, Mystery",Single Player,Third Person,Digital Download,Drive 2,Unplayed,3.03,134.00,19.67,,,,,,,0,9.30,9.00,8.80,9.30,N/A,9.10,,Y,N,Y,,,,
Persona 5,"Role-playing (RPG), Turn-based Strategy (TBS), Adventure","Fantasy, Comedy, Drama, Mystery",Single Player,Third Person,Digital Download,Drive 2,Unplayed,3.05,173.00,20.21,1,1,,1,,,3,9.70,9.40,9.40,9.30,9.31,9.42,0,Y,N,Y,,,,
Persona 5 Strikers,"Role-playing (RPG), Hack and Slash/Beat 'em up, Adventure","Action, Fantasy",Single Player,Third Person,N/A,N/A,N/A,3.12,127.83,N/A,,,,,,,0,8.00,8.10,8.30,8.30,N/A,8.18,,N,N,Y,,,,
Phantom Breaker Battlegrounds Ultimate,"Fighting, Hack and Slash/Beat 'em up",Action,"Single Player, Multiplayer, Co-operative",Side View,N/A,N/A,N/A,3.28,17.25,N/A,,,,,,,0,5.00,7.30,7.00,7.70,7.00,6.80,,N,N,Y,,,,
Phoenix Wright: Ace Attorney Trilogy,"Point-and-click, Adventure, Visual Novel","Comedy, Drama, Mystery",Single Player,"First Person, Text",N/A,N/A,Removed,2.98,21.00,2.73,,,,,,,0,7.80,8.00,8.20,7.60,8.12,7.94,,N,N,N,"Contains the following:
• Phoenix Wright Ace Attorney
• Phoenix Wright Justice for All
• Phoenix Wright Trials and Tribulations
Removed from PS+ after download.",,,
Phoenotopia: Awakening,"Platform, Role-playing (RPG), Adventure, Indie","Action, Fantasy, Open World",Single Player,"Bird view/Isometric, Side View",N/A,N/A,N/A,4.47,88.00,N/A,,,,,,,0,6.70,8.00,7.70,7.20,N/A,7.40,,N,N,N,,,,
Pillars of Eternity 2: Complete Edition,"Role-playing (RPG), Adventure","Action, Fantasy",Single Player,Bird view/Isometric,N/A,N/A,N/A,3.33,99.00,12.50,,,,,,,0,8.50,8.50,8.90,8.80,8.63,8.67,,N,N,N,,,,
Pillars of Eternity: Complete Edition,"Role-playing (RPG), Strategy, Adventure, Indie",Fantasy,Single Player,Bird view/Isometric,N/A,N/A,N/A,3.38,152.48,12.50,,,,,,,0,8.50,8.40,8.50,8.50,8.63,8.51,,N,N,N,,,,
Pine,"Role-playing (RPG), Simulator, Adventure, Indie","Action, Open World",Single Player,Third Person,N/A,N/A,N/A,3.00,45.92,N/A,,,,,,,0,7.50,6.10,4.20,4.80,N/A,5.65,,N,N,N,,,,
Pineview Drive,"Adventure, Indie","Action, Horror, Survival, Mystery",Single Player,First Person,Digital Download,Drive 4,Unplayed,3.50,13.32,1.25,,,,,,,0,6.50,4.00,6.60,5.80,7.00,5.98,,Y,N,N,,,,
PixelJunk Monsters 2,"Real Time Strategy (RTS), Strategy, Indie","Action, Fantasy, Kids","Single Player, Multiplayer, Co-operative",Bird view/Isometric,Digital Download,Drive 4,Unplayed,3.70,43.43,2.86,,,,,,,0,6.30,6.60,7.40,7.20,7.25,6.95,,Y,N,N,,,,
PlaneScape: Torment and Icewind Dale: Enhanced Edition,"Role-playing (RPG), Strategy, Adventure","Fantasy, Drama",Single Player,Bird view/Isometric,Digital Download,Drive 3,Unplayed,3.88,184.00,6.18,,,,,,,0,8.10,8.00,7.30,7.20,7.23,7.57,,Y,N,N,"Contains the following:
• Icewind Dale Enhanced Edition
• Planescape: Torment Enhanced Edition",,,
Planet of Lana,"Platform, Puzzle, Adventure, Indie","Action, Science Fiction",Single Player,Side View,N/A,N/A,N/A,3.00,6.00,3.54,,,,,,,0,7.80,9.30,8.10,8.00,N/A,8.30,,N,N,N,,,,
Planet of the Eyes,"Platform, Puzzle, Adventure, Indie","Action, Science Fiction, Kids",Single Player,Side View,N/A,N/A,N/A,1.75,2.00,N/A,,,,,,,0,6.60,6.70,6.80,6.40,7.67,6.83,,N,N,N,,,,
Plants vs. Zombies: Battle for Neighborville,"Shooter, Strategy, Tactical","Action, Comedy, Warfare","Single Player, Multiplayer, Co-operative, Split Screen",Third Person,Digital Download,Drive 3,Unplayed,2.62,166.00,32.46,,,,,,,0,7.40,7.10,7.50,7.70,7.79,7.50,0,Y,N,N,,,,
Plants vs. Zombies: Garden Warfare 2,Shooter,"Action, Comedy","Single Player, Massively Multiplayer Online (MMO), Co-operative",Third Person,Digital Download,Drive 3,Unplayed,2.88,106.00,33.75,,,,,,,0,8.20,8.50,8.10,8.00,8.45,8.25,,Y,N,N,,,,
Poison Control,"Shooter, Role-playing (RPG), Adventure",Action,Single Player,Third Person,Digital Download,Drive 4,Unplayed,2.87,19.18,2.22,,,,,,,0,6.30,6.90,5.90,6.20,N/A,6.33,,Y,N,Y,,,,
Police Simulator: Patrol Officers,Simulator,"Action, Non-fiction, Open World","Single Player, Multiplayer, Co-operative",Third Person,Playstation Plus,Drive 3,Unplayed,5.00,49.65,8.78,,,,,,,0,6.10,9.00,6.10,5.80,N/A,6.75,0,Y,N,Y,,,,
Police Stories,"Shooter, Simulator, Strategy, Tactical, Indie, Arcade","Action, Stealth","Single Player, Multiplayer, Co-operative",Bird view/Isometric,Digital Download,Drive 4,Unplayed,3.25,17.63,0.35,,,,,,,0,7.20,7.00,7.50,7.50,N/A,7.30,,Y,N,N,,,,
Poppy Playtime,"Puzzle, Adventure, Indie","Action, Horror, Thriller, Survival, Mystery",Single Player,First Person,N/A,N/A,N/A,2.00,10.38,N/A,,,,,,,0,7.20,6.40,8.00,6.90,N/A,7.13,0,N,N,N,,,,
Portal Knights,"Role-playing (RPG), Adventure, Indie","Action, Fantasy, Survival, Historical, Sandbox","Single Player, Multiplayer, Co-operative","First Person, Third Person, Bird view/Isometric",N/A,N/A,Removed,2.70,67.07,4.81,,,,,,,0,6.50,7.40,7.20,7.10,7.29,7.10,,N,N,N,Removed from PS+ after download.,,,
Post Void,"Shooter, Indie, Arcade",Action,Single Player,First Person,Digital Download,Drive 1,Unplayed,3.28,8.70,0.53,,,,,,,0,8.30,8.50,8.10,7.60,N/A,8.13,0,Y,N,N,,,,
Pr(a)ey for the Gods,"Platform, Role-playing (RPG), Simulator, Adventure, Indie","Action, Fantasy, Survival",Single Player,Third Person,N/A,N/A,N/A,3.00,25.87,3.00,,,,,,,0,4.00,7.00,5.90,6.10,N/A,5.75,,N,N,N,,,,
Prey,"Shooter, Puzzle, Role-playing (RPG), Adventure","Action, Science Fiction, Horror, Survival, Stealth",Single Player,First Person,Playstation Plus,Drive 1,Completed,3.59,45.50,41.56,,,,,,,0,8.00,7.60,8.10,7.90,7.71,7.86,4,Y,Y,N,Main campaign completed; DLC owned but not completed.,,,
Process of Elimination,"Puzzle, Adventure, Card & Board Game",Mystery,Single Player,"Bird view/Isometric, Text",N/A,N/A,N/A,2.33,33.90,N/A,,,,,,,0,8.40,7.00,6.80,7.00,N/A,7.30,,N,N,N,,,,
Prodeus,"Shooter, Adventure, Indie","Action, Science Fiction, Horror","Single Player, Multiplayer, Co-operative",First Person,N/A,N/A,N/A,3.22,33.78,1.27,,,,,,,0,7.40,8.50,8.20,8.40,N/A,8.13,,N,N,N,,,,
Project 13,"Puzzle, Simulator, Indie","Action, Horror",Single Player,First Person,N/A,N/A,N/A,3.00,1.68,N/A,,,,,,,0,3.00,7.10,N/A,6.00,N/A,5.37,0,N,N,N,,,,
Project CARS 3,Racing,,Single Player,,N/A,N/A,N/A,2.64,125.78,N/A,,,,,,,0,6.00,7.40,7.00,7.00,N/A,6.85,,N,N,Y,,,,
Project Warlock: Fully Loaded,"Shooter, Adventure, Indie",Action,Single Player,First Person,Digital Download,Drive 4,Unplayed,3.82,32.07,1.26,,,,,,,0,7.20,8.00,7.70,7.40,8.05,7.67,,Y,N,N,,,,
Projection: First Light,"Platform, Puzzle, Adventure, Indie","Action, Fantasy",Single Player,Side View,Digital Download,Drive 1,Unplayed,3.00,8.28,1.72,,,,,,,0,N/A,8.00,6.70,7.50,N/A,7.40,,Y,N,N,,,,
Promenade,"Platform, Adventure, Indie",Action,Single Player,Side View,N/A,N/A,N/A,N/A,23.83,N/A,,,,,,,0,9.00,9.00,8.00,8.00,N/A,8.50,,N,N,N,,,,
Prototype,"Platform, Hack and Slash/Beat 'em up, Adventure","Action, Horror, Survival, Stealth, Sandbox, Open World",Single Player,Third Person,N/A,N/A,N/A,3.39,32.00,6.80,,,,,,,0,7.50,7.80,N/A,7.80,7.98,7.77,,N,N,Y,,,,
Prototype 2,"Platform, Hack and Slash/Beat 'em up, Adventure","Action, Science Fiction, Horror, Survival, Sandbox, Open World",Single Player,Third Person,N/A,N/A,N/A,3.18,20.00,12.77,,,,,,,0,7.00,7.70,N/A,7.40,7.97,7.52,,N,N,Y,,,,
Psychonauts,"Platform, Puzzle, Adventure","Action, Comedy, Kids",Single Player,Third Person,Digital Download,Drive 3,Unplayed,3.03,21.50,2.53,,,,,,,0,8.70,8.50,8.90,8.80,8.68,8.72,,Y,N,N,,,,
Psychonauts 2,"Platform, Adventure","Action, Comedy",Single Player,Third Person,Playstation Plus,Drive 3,Unplayed,2.90,27.00,33.02,,,,,,,0,8.00,8.70,8.90,8.70,N/A,8.58,,Y,N,N,,,,
Pumpkin Jack,"Platform, Adventure, Indie","Action, Fantasy, Comedy",Single Player,Third Person,Digital Download,Drive 4,Unplayed,2.60,9.92,1.91,,,,,,,0,6.90,7.70,7.40,7.10,N/A,7.28,,Y,N,N,,,,
Pursuit Force,"Shooter, Racing",Action,Single Player,"First Person, Third Person",Playstation Plus,Drive 3,Unplayed,4.00,9.50,1.53,,,,,,,0,8.40,6.00,N/A,7.50,7.62,7.38,,Y,N,N,,,,
Pursuit Force: Extreme Justice,"Shooter, Racing",Action,"Single Player, Multiplayer","First Person, Third Person",Playstation Plus,Drive 3,Unplayed,3.00,10.00,1.02,,,,,,,0,8.00,7.20,N/A,7.30,7.44,7.49,,Y,N,N,,,,
Pyre,"Role-playing (RPG), Adventure, Visual Novel, Indie","Action, Fantasy","Single Player, Multiplayer","First Person, Bird view/Isometric",Digital Download,Drive 4,Unplayed,2.93,21.00,6.52,,,,,,,0,9.70,8.60,8.40,8.50,8.59,8.76,,Y,N,N,,,,
Quake 1,"Shooter, Adventure","Action, Fantasy, Science Fiction","Single Player, Multiplayer, Co-operative",First Person,Digital Download,Drive 3,Unplayed,3.59,15.50,1.68,,,,,,,0,8.00,9.50,8.70,9.40,9.32,8.98,,Y,N,N,,,,
Quake 2,Shooter,"Action, Science Fiction, Horror","Single Player, Multiplayer, Co-operative",First Person,Digital Download,Drive 3,Unplayed,3.30,14.50,4.97,,,,,,,0,8.30,9.80,8.90,8.90,8.73,8.93,,Y,N,N,,,,
Rabi-Ribi,"Platform, Role-playing (RPG), Adventure, Indie, Arcade","Action, Fantasy",Single Player,Side View,N/A,N/A,N/A,3.92,44.90,N/A,,,,,,,0,7.80,8.50,8.10,8.00,8.03,8.09,,N,N,N,,,,
Rack N Ruin,"Role-playing (RPG), Adventure, Indie, Arcade",Action,Single Player,Bird view/Isometric,Digital Download,Drive 4,Unplayed,3.60,12.00,2.30,,,,,,,0,N/A,7.00,5.90,5.90,5.78,6.14,,Y,N,Y,,,,
RAD,"Role-playing (RPG), Hack and Slash/Beat 'em up, Adventure, Indie, Arcade",Action,Single Player,"Third Person, Bird view/Isometric",Digital Download,Drive 4,Unplayed,3.75,34.80,7.79,,,,,,,0,7.60,7.40,7.30,7.40,7.70,7.48,,Y,N,Y,,,,
Rad Rodgers,"Platform, Adventure, Indie, Arcade",Action,"Single Player, Multiplayer, Co-operative",,Digital Download,Drive 4,Unplayed,3.50,5.07,7.97,,,,,,,0,5.50,7.00,6.40,6.60,5.71,6.24,,Y,N,Y,,,,
RAGE,"Shooter, Racing","Action, Science Fiction, Open World","Single Player, Multiplayer, Co-operative","First Person, Third Person",PS+ Stream,Online Stream,Unplayed,3.00,62.32,N/A,,,,,,,0,8.50,8.10,N/A,8.10,8.18,8.22,,Y,N,N,,,,
RAGE 2,"Shooter, Racing, Role-playing (RPG), Adventure","Action, Science Fiction, Survival, Stealth, Open World",Single Player,First Person,Playstation Plus,Drive 1,Completed,2.74,32.50,56.02,,,,,,,0,8.00,6.90,7.10,7.30,6.64,7.19,4,Y,Y,Y,,,,
Raging Loop,"Adventure, Indie, Visual Novel","Horror, Mystery",Single Player,"Side View, Text",Digital Download,Drive 4,Unplayed,1.72,119.67,1.66,,,,,,,0,8.70,8.00,7.80,7.90,N/A,8.10,,Y,N,N,,,,
RAID: World War II,"Shooter, Role-playing (RPG), Adventure",Action,"Single Player, Multiplayer, Co-operative",First Person,N/A,N/A,N/A,3.25,192.00,7.20,,,,,,,0,5.00,5.00,4.30,4.60,3.90,4.56,0,N,N,N,,,,
RAIDOU Remastered: The Mystery of the Soulless Army,"Role-playing (RPG), Adventure","Action, Horror, Historical",Single Player,Third Person,N/A,N/A,N/A,4.00,44.87,N/A,,,,,,,0,7.90,8.30,7.90,7.50,7.97,7.91,,N,N,Y,,,,
Rain World,"Platform, Role-playing (RPG), Adventure, Indie","Action, Science Fiction, Survival, Open World","Single Player, Multiplayer, Co-operative",Side View,Playstation Plus,Drive 3,Unplayed,4.00,67.00,1.51,,,,,,,0,6.30,6.20,6.60,5.90,6.38,6.28,,Y,N,N,,,,
Raji: An Ancient Epic,"Platform, Puzzle, Adventure, Indie","Action, Fantasy, Historical",Single Player,Third Person,Playstation Plus,Drive 2,Unplayed,3.00,7.00,9.82,,,,,,,0,6.60,7.80,7.00,6.90,N/A,7.08,,Y,N,N,,,,
Rally Cross,Racing,Non-fiction,"Single Player, Split Screen",Third Person,Playstation Plus,Drive 3,Unplayed,4.00,5.00,1.04,,,,,,,0,7.00,7.00,N/A,N/A,8.54,7.51,,Y,N,N,,,,
Rapala Fishing Pro Series,"Role-playing (RPG), Simulator, Sport, Strategy",Action,Single Player,,Playstation Plus,Drive 4,Unplayed,2.67,N/A,1.86,,,,,,,0,4.50,6.30,5.20,4.50,N/A,5.13,0,Y,N,N,,,,
Ratchet & Clank,"Shooter, Platform, Adventure","Action, Science Fiction, Comedy",Single Player,Third Person,PS+ Stream,Online Stream,Unplayed,3.14,34.95,N/A,,,,,,,0,9.20,8.00,N/A,8.80,8.97,8.74,,Y,N,N,,,,
Ratchet & Clank Future: A Crack in Time,"Shooter, Platform, Adventure, Arcade","Action, Fantasy, Science Fiction, Comedy, Kids, Open World",Single Player,"First Person, Third Person",PS+ Stream,Online Stream,Unplayed,2.87,32.38,N/A,,,,,,,0,9.00,8.30,N/A,8.70,8.79,8.70,,Y,N,N,,,,
Ratchet & Clank Future: Quest for Booty,"Shooter, Platform, Adventure","Action, Science Fiction, Comedy",Single Player,Third Person,PS+ Stream,Online Stream,Unplayed,2.65,7.07,N/A,,,,,,,0,7.40,7.10,N/A,7.60,7.78,7.47,,Y,N,N,,,,
Ratchet & Clank Future: Tools of Destruction,"Shooter, Platform, Puzzle","Action, Science Fiction, Comedy",Single Player,Third Person,PS+ Stream,Online Stream,Unplayed,2.88,42.40,N/A,,,,,,,0,9.40,9.20,N/A,8.90,8.87,9.09,,Y,N,N,,,,
Ratchet & Clank: All 4 One,"Platform, Adventure","Action, Science Fiction, Comedy","Single Player, Multiplayer, Co-operative, Split Screen",Third Person,PS+ Stream,Online Stream,Unplayed,2.68,21.60,N/A,,,,,,,0,8.00,7.30,N/A,7.00,7.06,7.34,,Y,N,N,,,,
Ratchet & Clank: Full Frontal Assault,"Platform, Strategy, Adventure","Action, Science Fiction, Comedy","Single Player, Multiplayer, Co-operative, Split Screen",,PS+ Stream,Online Stream,Unplayed,2.93,17.35,N/A,,,,,,,0,6.40,5.80,N/A,6.40,6.46,6.27,,Y,N,N,,,,
Ratchet & Clank: Going Commando,"Shooter, Platform, Adventure","Action, Science Fiction, Comedy",Single Player,Third Person,PS+ Stream,Online Stream,Unplayed,3.05,42.15,N/A,,,,,,,0,9.40,9.00,N/A,8.00,9.06,8.87,,Y,N,N,,,,
Ratchet & Clank: Into the Nexus,"Shooter, Platform, Strategy, Adventure","Action, Science Fiction, Comedy",Single Player,Third Person,PS+ Stream,Online Stream,Unplayed,2.78,3.00,N/A,,,,,,,0,8.20,7.80,N/A,7.60,7.71,7.83,,Y,N,N,,,,
Ratchet & Clank: Up Your Arsenal.,"Shooter, Platform, Adventure","Action, Science Fiction, Comedy","Single Player, Multiplayer, Split Screen",Third Person,PS+ Stream,Online Stream,Unplayed,3.06,43.52,N/A,,,,,,,0,9.60,8.00,N/A,,9.15,8.92,,Y,N,N,,,,
Ratchet and Clank,"Shooter, Platform, Adventure","Action, Science Fiction, Comedy",Single Player,Third Person,Digital Download,Drive 2,Unplayed,3.13,23.50,25.73,,,,,,,0,9.00,8.40,8.60,8.50,8.61,8.62,0,Y,N,Y,,,,
Ratchet and Clank: Size Matters,"Shooter, Platform, Adventure","Action, Science Fiction, Comedy",Single Player,Third Person,Playstation Plus,Drive 2,In-Progress,3.00,15.00,2.80,,,,,,,0,9.00,6.00,N/A,8.50,N/A,7.83,3,Y,N,N,,,,
Ratchet and Clank: Up Your Arsenal,"Shooter, Platform, Adventure","Action, Science Fiction, Comedy","Single Player, Multiplayer, Split Screen",Third Person,N/A,N/A,N/A,3.06,27.00,26.40,,,,,,,0,9.60,8.00,N/A,9.10,9.15,8.96,,N,N,N,Currently available to stream only.,,,
Ratchet: Deadlocked,"Shooter, Platform, Adventure","Action, Science Fiction, Comedy","Single Player, Multiplayer, Co-operative","First Person, Third Person",PS+ Stream,Online Stream,Unplayed,3.01,23.38,N/A,,,,,,,0,8.80,7.30,N/A,9.10,8.26,8.37,,Y,N,N,,,,
Ravenswatch,"Role-playing (RPG), Hack and Slash/Beat 'em up, Adventure",Action,"Single Player, Multiplayer, Co-operative",Bird view/Isometric,N/A,N/A,N/A,3.00,31.23,5.00,,,,,,,0,8.30,9.00,8.10,8.40,N/A,8.45,,N,N,N,,,,
Rayman Legends,"Platform, Adventure","Action, Comedy","Single Player, Multiplayer, Co-operative",Side View,Playstation Plus,Drive 1,Unplayed,3.12,31.50,8.51,1,,,,,,1,9.50,8.10,9.00,9.20,8.95,8.95,0,Y,N,Y,,,,
ReadySet Heroes,"Role-playing (RPG), Hack and Slash/Beat 'em up, Adventure","Action, Party","Multiplayer, Co-operative","Third Person, Bird view/Isometric",Playstation Plus,Drive 2,Unplayed,3.00,3.00,6.78,,,,,,,0,6.00,7.10,5.10,5.70,5.48,5.88,,Y,N,N,,,,
Record of Lodoss War - Deedlit in Wonder Labyrinth,"Platform, Role-playing (RPG), Hack and Slash/Beat 'em up, Adventure, Indie","Action, Fantasy",Single Player,Side View,N/A,N/A,N/A,3.68,13.05,N/A,,,,,,,0,7.70,7.70,7.80,7.40,N/A,7.65,,N,N,Y,,,,
Red Dead Redemption 2,"Shooter, Role-playing (RPG), Adventure","Action, Drama, Open World","Single Player, Multiplayer, Co-operative","First Person, Third Person",Physical Media,Drive 3,In-Progress,2.92,187.00,110.90,1,1,1,,1,,4,10.00,9.40,9.60,9.70,9.62,9.66,5,Y,Y,Y,,,,
Red Dead Revolver,"Shooter, Adventure","Action, Historical, Sandbox","Single Player, Multiplayer",Third Person,Digital Download,Drive 3,Unplayed,3.48,23.63,1.98,,,,,,,0,7.00,6.60,N/A,7.40,7.43,7.11,0,Y,N,N,,,,
Red Faction,"Shooter, Adventure","Action, Science Fiction","Single Player, Multiplayer, Split Screen",First Person,Digital Download,Drive 2,Unplayed,3.43,9.00,1.37,,,,,,,0,9.10,7.00,N/A,8.80,8.83,8.43,,Y,N,N,,,,
Red Faction Guerilla Re-Mars-tered,"Shooter, Adventure","Action, Science Fiction, Open World","Single Player, Multiplayer",Third Person,Digital Download,Drive 2,Unplayed,3.22,43.00,29.19,,,,,,,0,8.00,8.20,7.00,8.50,8.69,8.08,,Y,N,N,,,,
Red Faction II,"Shooter, Strategy, Adventure","Action, Science Fiction","Single Player, Split Screen",First Person,Digital Download,Drive 2,Unplayed,3.46,7.00,1.89,,,,,,,0,9.20,8.10,N/A,8.40,8.38,8.52,,Y,N,N,,,,
Redeemer: Enhanced Edition,"Fighting, Shooter, Adventure",Action,Single Player,Bird view/Isometric,Digital Download,Drive 2,Unplayed,3.25,11.53,4.14,,,,,,,0,6.30,8.00,6.50,6.60,5.75,6.63,,Y,N,Y,,,,
Redemption Reapers,"Role-playing (RPG), Simulator, Turn-based Strategy (TBS), Tactical",Fantasy,Single Player,Bird view/Isometric,N/A,N/A,N/A,3.75,28.40,N/A,,,,,,,0,6.30,6.50,6.30,6.10,N/A,6.30,,N,N,N,,,,
Redout II,"Racing, Arcade","Action, Science Fiction","Single Player, Multiplayer",Third Person,Playstation Plus,Drive 4,Unplayed,4.00,64.22,19.68,,,,,,,0,7.50,6.80,7.00,7.80,N/A,7.28,,Y,N,N,,,,
Redout: Lightspeed Edition,"Racing, Arcade",Science Fiction,"Single Player, Multiplayer, Split Screen","Third Person, Virtual Reality",N/A,N/A,N/A,3.56,93.28,N/A,,,,,,,0,7.00,7.00,7.40,8.10,7.88,7.48,,N,N,Y,,,,
Regalia: Of Men and Monarchs - Royal Edition OST Combo,"Role-playing (RPG), Simulator, Strategy, Turn-based Strategy (TBS), Indie","Fantasy, Historical",Single Player,Bird view/Isometric,Digital Download,Drive 4,Unplayed,3.74,35.43,4.89,,,,,,,0,6.50,7.00,7.40,7.00,6.72,6.92,,Y,N,Y,,,,
Relicta,"Puzzle, Adventure, Indie",Action,Single Player,,Digital Download,Drive 1,Unplayed,3.25,35.77,21.23,,,,,,,0,5.60,8.80,7.50,7.40,N/A,7.33,0,Y,N,N,,,,
Remnant: From the Ashes,"Shooter, Role-playing (RPG), Adventure","Action, Fantasy, Survival","Single Player, Multiplayer, Co-operative",Third Person,Digital Download,Drive 3,Unplayed,3.77,58.50,31.36,,,,,,,0,8.00,7.60,7.80,7.80,7.53,7.75,,Y,N,Y,,,,
Remothered: Broken Porcelain,Adventure,"Action, Horror, Thriller, Survival",Single Player,Third Person,Digital Download,Drive 1,Unplayed,3.38,13.20,9.38,,,,,,,0,4.00,4.00,4.40,3.90,N/A,4.08,0,Y,N,N,,,,
Remothered: Tormented Fathers,"Adventure, Indie","Action, Horror",Single Player,Third Person,Digital Download,Drive 1,Unplayed,3.41,9.92,21.21,,,,,,,0,6.60,8.00,7.00,7.70,7.80,7.42,,Y,N,N,,,,
Republique Anniversary Edition,"Puzzle, Adventure, Indie","Action, Horror, Stealth",Single Player,Third Person,N/A,N/A,N/A,2.70,16.00,4.91,,,,,,,0,10.00,7.60,6.90,7.10,7.29,7.78,0,N,N,N,,,,
Resident Evil 0 HD Remaster,"Shooter, Adventure","Action, Horror, Survival",Single Player,Third Person,Digital Download,Drive 1,Unplayed,3.39,50.88,13.87,,,,,,,0,6.50,7.00,7.00,7.00,7.02,6.90,0,Y,N,Y,,,,
Resident Evil 5,"Shooter, Adventure","Action, Horror, Survival","Multiplayer, Co-operative",Third Person,Digital Download,Drive 1,Unplayed,3.04,83.67,16.93,,,,,,,0,9.30,8.00,7.20,8.30,6.60,7.88,,Y,N,Y,,,,
Resident Evil 6,"Shooter, Hack and Slash/Beat 'em up, Adventure","Action, Horror, Survival","Multiplayer, Co-operative",Third Person,Digital Download,Drive 1,Unplayed,2.99,81.03,21.57,,,,,,,0,7.90,7.00,6.20,6.70,5.06,6.57,,Y,N,Y,,,,
Resident Evil Code: Veronica X,"Shooter, Puzzle, Adventure","Action, Horror, Survival",Single Player,Third Person,Digital Download,Drive 1,Unplayed,3.55,38.75,1.75,,,,,,,0,5.00,7.40,N/A,6.70,N/A,6.37,,Y,N,N,,,,
Resident Evil HD Remaster,"Shooter, Adventure","Action, Horror, Survival",Single Player,Third Person,Digital Download,Drive 1,Unplayed,3.36,55.62,15.57,,,,,,,0,8.00,8.20,8.10,8.30,8.32,8.18,,Y,N,Y,,,,
Resident Evil Re:Verse,Shooter,"Action, Horror, Survival","Single Player, Multiplayer, Co-operative",Third Person,Digital Download,Drive 1,Unplayed,N/A,9.50,17.49,,,,,,,0,5.00,N/A,3.80,N/A,N/A,4.40,,Y,N,N,,,,
Resident Evil Revelations 1,"Shooter, Adventure","Action, Science Fiction, Horror, Survival","Single Player, Multiplayer, Co-operative",Third Person,Digital Download,Drive 1,Unplayed,3.27,67.13,18.33,,,,,,,0,8.50,8.00,7.10,8.20,6.93,7.75,0,Y,N,Y,,,,
Resident Evil Revelations 2,"Shooter, Adventure","Action, Science Fiction, Horror, Survival","Single Player, Multiplayer, Co-operative",Third Person,Digital Download,Drive 1,Unplayed,3.06,98.08,27.96,,,,,,,0,7.30,7.30,7.40,7.50,7.51,7.40,0,Y,N,Y,,,,
Resident Evil Village,"Shooter, Adventure","Action, Horror, Survival, Stealth",Single Player,"First Person, Virtual Reality",Digital Download,Drive 1,Unplayed,3.09,37.50,30.24,,1,,,,,1,8.00,8.70,8.40,8.40,N/A,8.38,0,Y,Y,Y,,,,
Resident Evil: Director's Cut,"Shooter, Adventure","Action, Horror",Single Player,Third Person,Playstation Plus,Drive 1,Unplayed,3.50,14.00,0.42,,,,,,,0,8.90,8.00,8.00,9.10,7.63,8.33,,Y,N,Y,,,,
Resistance 2,Shooter,"Action, Fantasy, Science Fiction, Horror, Survival, Historical","Single Player, Multiplayer, Co-operative, Split Screen",First Person,PS+ Stream,Online Stream,Unplayed,3.10,21.07,N/A,,,,,,,0,9.50,8.70,N/A,8.70,8.69,8.90,,Y,N,N,,,,
